week,block,workout_day_name,focus,exercise_order,source_pdf_page,exercise_name,exercise_video_url,substitution_option_1,substitution_option_1_video_url,substitution_option_2,substitution_option_2_video_url,last_set_intensity_technique,warmup_sets,working_sets,reps,early_set_rpe,last_set_rpe,rest,notes
2,Foundation Block,Push,Hypertrophy Focus,2,12,Seated DB Shoulder Press,https://youtu.be/B8PB5RPhTWQ?si=JQ8J3qbCDkUCGtt5,Machine Shoulder Press,https://youtu.be/SCQVmN1gYsk?si=Enyh4L6ZDiCc6RyU,Cable Shoulder Press,https://youtu.be/OfjncdW_Vyc?si=kiSMQzlVHKNIQJ7J,Failure,2-3,2,8-10,~8-9,10,2-3 min,"Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps."
2,Foundation Block,Push,Hypertrophy Focus,3,12,Low-to-High Cable Crossover,https://youtu.be/1LhGmhVFe2Y?si=vTZPhYePzGkU4I-g,Bottom-Half DB Flye,https://youtu.be/qJzc-iHKGdg?si=GGd61Dr4uoDUI9b6,Bottom-Half Seated Cable Flye,https://youtu.be/tsJMV9Gxw-o?si=RBV8vCl6CNAx22eD,Failure,1-2,2,10-12,~8-9,10,1-2 min,All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
2,Foundation Block,Push,Hypertrophy Focus,4,12,Lean-In DB Lateral Raise,https://www.youtube.com/watch?v=BmYuAG2j2co,High-Cable Lateral Raise,https://youtu.be/MnMux3Wc0Ac?si=diOk1ZKwTwTa4Sx0,High-Cable Cuffed Lateral Raise,https://youtu.be/8m2jNHBP580?si=a4KGz2Dm0gRioyBG,Myo-reps,1,2,10-12,~8-9,10,1-2 min,Focus on squeezing your lateral delt to move the weight.
2,Foundation Block,Push,Hypertrophy Focus,5,12,DB Skull Crusher,https://youtu.be/fbLTzgTKOR8?si=z-O6SNR4HG4rd09j,Overhead Cable Triceps Extension (Bar),https://youtu.be/9_I1PqZAjdA?si=hLmz2aLH05YfsUTF,Overhead Cable Triceps Extension (Rope),https://youtu.be/GYoUoVNlbGc?si=mKlJH3mz_e7-RCu0,Failure,1,2,10-12,~8-9,10,1-2 min,Optionally pause for 0.5-1 second in the stretched aspect of each rep
2,Foundation Block,Push,Hypertrophy Focus,6,12,Bench Dip,https://youtu.be/3CaIq8jZe18?si=ZWFiM0R-hqcvpiQj,Cable Triceps Kickback,https://youtu.be/oRxTKRtP8RE?si=S_C_5SZAal_SIFBq,DB Triceps Kickback,https://youtu.be/YdUUYFgpA7g?si=IiD6eODwVqDS3WlB,Myo-reps,1,1,12-15,,10,1-2 min,"There are two ways you can do this: upright or bent over. Choose the one that feels more comfortable for you. The main thing is that when you're in the full squeeze, your shoulder should be positioned back behind your torso."
2,Foundation Block,Push,Hypertrophy Focus,7,12,Modified Candlestick,https://youtu.be/-XVRl8KU7x0?si=o46w1tp8fNYfD-gU,Roman Chair Leg Raise,https://youtu.be/irOzFVqJ0IE?si=T1jsVXxw_GUhXrPX,Hanging Leg Raise,https://youtu.be/rGqwkinWqYI?si=-ygKr5ZOwrYdG0fX,Failure,1-2,2,10-20,~8-9,10,1-2 min,Allow your lower back to round as you curl your legs up. 10-20 reps is a broad range on purpose: just go until you hit the listed RPE with controlled form.
2,Foundation Block,Legs,Hypertrophy Focus,1,13,DB Walking Lunge,https://youtu.be/BC_eDtrB-M4?si=lhut9GRQ9n9g82Mz,Leg Press,https://youtu.be/1yKAQLVV_XI?si=G0wEZEbz8Kq9vFnF,Smith Machine Static Lunge,https://youtu.be/SEjKxJGg_C8?si=I_mi9RO4vFVVhFER,Failure,2-4,3,8-10,~8-9,10,2-3 min,without excessive back rounding. Control the negative and do a slight pause at the bottom of each rep.
2,Foundation Block,Legs,Hypertrophy Focus,2,13,Nordic Ham Curl,https://youtu.be/fzpYiRtzmFA?si=M3BGSywSskWqGRnE,Seated Leg Curl,https://youtu.be/yv0aAY7M1mk?si=Z1Cx7ih-vWTSTqq-,Lying Leg Curl,https://youtu.be/sX4tGtcc62k?si=mparE5f2nb9KfXPl,Failure + LLPs (Extend set),1-2,2,10-12,~8-9,10,1-2 min,Lean forward over the machine to get a maximum stretch in your hamstrings.
2,Foundation Block,Legs,Hypertrophy Focus,3,13,Goblet Squat,https://youtu.be/S2agsLlUSII?si=ZbM6zqY3sC151i0A,DB Bulgarian Split Squat,https://youtu.be/htDXu61MPio?si=WNsXh0BmNMXONRHP,DB Step-Up,https://youtu.be/3FNfi_PrP9Y?si=xHZ-SXqhL_0_tXBD,Failure,2-3,2,8-10,~8-9,10,2-3 min,Lower all the way down until your front thigh is parallel to the ground. Drive through your front heel on the way up.
2,Foundation Block,Legs,Hypertrophy Focus,4,13,Sissy Squat,https://youtu.be/eWAjlO4FWPQ?si=CaRzMpTB37IdGgpM,Leg Extension,https://youtu.be/uFbNtqP966A?si=3mIG7OVH30gHjNhd,Reverse Nordic,https://youtu.be/D-kqUKEQZZ0?si=1i2hWkoG06CDuFmq,Myo-reps,1-2,2,10-12,~8-9,10,1-2 min,Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
2,Foundation Block,Legs,Hypertrophy Focus,5,13,Copenhagen Hip Adduction,https://youtu.be/QRLGyl5-i4k?si=23wQAlVoedInGcYN,Machine Hip Adduction,https://youtu.be/FMSCZYu1JhE?si=iYXhWk9YxX6x5mcF,Cable Hip Adduction,https://youtu.be/6GYTbv-LtV0?si=VygdtjQe61c9HjQG,Failure,1-2,2,10-12,~8-9,10,1-2 min,Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
2,Foundation Block,Legs,Hypertrophy Focus,6,13,Lateral Band Walk,https://youtu.be/sOYvvFPYdsU?si=QAdyWBV_5NAX2CtW,Machine Hip Abduction,https://youtu.be/pozooPg6PBE?si=uVtC8JPKXvZKeVlE,Cable Hip Abduction,https://youtu.be/552L1K3Rb_Q?si=bwLZLzHR0AHulO9I,Failure,1-2,2,10-12,~8-9,10,1-2 min,"If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further."
2,Foundation Block,Legs,Hypertrophy Focus,7,13,Leg Press Calf Press,https://youtu.be/S6DTPNZ_-F4?si=y3rx6TaVEuUONiI2,Standing Calf Raise,https://youtu.be/6lR2JdxUh7w?si=Q_4oyceNkI-WarRg,Seated Calf Raise,https://youtu.be/6pfj0G7VKdM?si=bXJmuLkyC3E3PYHW,Static Stretch (30s),1-2,2,10-12,~8-9,10,1-2 min,"1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet."
3,Foundation Block,Upper,Strength Focus,1,14,45° Incline Machine Press,https://youtu.be/b8fYnZ-usP0,45° Incline Barbell Press,https://www.youtube.com/watch?v=vqQ9ok0dEgk,45° Incline DB Press,https://www.youtube.com/watch?v=p2t9daxLpB8,Failure,2-3,3,6-8,~8-9,10,3-5 min,1 second pause at the bottom of each rep while maintaining tension on the pecs
3,Foundation Block,Upper,Strength Focus,2,14,Bottom-Half DB Flye,https://youtu.be/qJzc-iHKGdg?si=GGd61Dr4uoDUI9b6,Cable Crossover Ladder,https://youtu.be/0TP9kVcWGic?si=5lWdSFfUA27mop9-,Pec Deck,https://youtu.be/CI88L1VNvEs?si=UjPZ3Ep5QaYBM5rC,Failure,1-2,2,8-10,~8-9,10,1-2 min,"Do one set with low cable position, one set with medium-height cable position, and one height with a high cable position. If you only have one or two sets, choose the one or two cable positions you prefer."
3,Foundation Block,Upper,Strength Focus,3,14,Dual-Handle Lat Pulldown,https://youtu.be/NwQ5Ch5t5Vk?si=JHztlva6LI2NPBDC,Wide-Grip Pull-Up,https://youtu.be/yGnp0HU8BnA?si=g9lS7YfxwnBQ5gbR,Wide-Grip Lat Pulldown,https://youtu.be/IYXRrYXfVLc?si=8eUNzIQ9o7Y-XpSp,Failure,1-2,3,8-10,~8-9,10,2-3 min,1.5x shoulder width overhand grip. Slow 2-3 second negative. Feel your lats pulling apart on the way down.
3,Foundation Block,Upper,Strength Focus,4,14,Lean-In DB Lateral Raise,https://www.youtube.com/watch?v=BmYuAG2j2co,High-Cable Lateral Raise,https://youtu.be/MnMux3Wc0Ac?si=diOk1ZKwTwTa4Sx0,High-Cable Cuffed Lateral Raise,https://youtu.be/8m2jNHBP580?si=a4KGz2Dm0gRioyBG,Failure,1-2,2,8-10,~8-9,10,1-2 min,Focus on squeezing your lateral delt to move the weight.
3,Foundation Block,Upper,Strength Focus,5,14,Single-Arm DB Row,https://youtu.be/roKtfQZbxzg?si=x0BVOCTXzrksYhHL,Pendlay Deficit Row,https://youtu.be/MmuyHKYCLps?si=JK1d5szj5PIIbYYm,Smith Machine Row,https://youtu.be/Wmivm40AV3Q?si=pAcxmzGxP16bt5I5,Failure + LLPs (Extend set),1-2,2,6-8,~8-9,10,2-3 min,Stand on a bumper plate. Focus on getting a big stretch and touch your stomach/chest on each rep!
3,Foundation Block,Upper,Strength Focus,6,14,DB Skull Crusher,https://youtu.be/fbLTzgTKOR8?si=z-O6SNR4HG4rd09j,Overhead Cable Triceps Extension (Bar),https://youtu.be/9_I1PqZAjdA?si=hLmz2aLH05YfsUTF,Overhead Cable Triceps Extension (Rope),https://youtu.be/GYoUoVNlbGc?si=mKlJH3mz_e7-RCu0,Failure,1,2,8-10,~8-9,10,1-2 min,Optionally pause for 0.5-1 second in the stretched aspect of each rep
3,Foundation Block,Upper,Strength Focus,7,14,Incline DB Stretch Curl,https://youtu.be/Z0NIYS9nyoQ?si=PgrGaJLln2uZLfnY,Bayesian Cable Curl,https://youtu.be/CWH5J_7kzjM?si=FlPzreLDPHogRxve,Seated Super- Bayesian High Cable Curl,https://youtu.be/jQ9rkfvAbIc?si=m1Q5OHGTNvhD6TZ9,Failure,1,2,8-10,~8-9,10,1-2 min,"If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both"
3,Foundation Block,Lower,Strength Focus,1,15,Nordic Ham Curl,https://youtu.be/fzpYiRtzmFA?si=M3BGSywSskWqGRnE,Seated Leg Curl,https://youtu.be/yv0aAY7M1mk?si=Z1Cx7ih-vWTSTqq-,Lying Leg Curl,https://youtu.be/sX4tGtcc62k?si=mparE5f2nb9KfXPl,Failure + LLPs (Extend set),2,2,8-10,~8-9,10,1-2 min,Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl.
3,Foundation Block,Lower,Strength Focus,2,15,High-Bar Back Squat,https://youtu.be/V-B_Y-OvOTQ?si=3cSY6hI1IDiedc8y,DB Bulgarian Split Squat,https://youtu.be/htDXu61MPio?si=WNsXh0BmNMXONRHP,Smith Machine Squat,https://www.youtube.com/watch?v=J2D2J7RO_tA,Failure,2-4,3,6-8,~8-9,10,3-5 min,"Once you are under the bar, set up your feet as you would a normal squat and then bring them forward ~3-6 inches. This will cause you to lean back into the bar slightly, allowing for a more upright squat, while also placing more tension on the quads. If your heels are raising at the bottom, you may need to bring your feet more forward. If your feet feel like they are slipping or your lower back is rounding at the bottom, try bringing your feet back a bit."
3,Foundation Block,Lower,Strength Focus,3,15,Snatch-Grip RDL,https://www.youtube.com/watch?v=b8fmEaXHapU,DB RDL,https://www.youtube.com/watch?v=VRwSgUoj7uI,Barbell RDL,https://www.youtube.com/watch?v=3fJwfg51cv0,Failure,2-4,3,6-8,~8-9,10,2-3 min,"To keep tension on the hamstrings, stop about 75% of the way to full lockout on each rep (i.e. stay in the bottom 3/4 of the range of motion)."
3,Foundation Block,Lower,Strength Focus,4,15,Sissy Squat,https://youtu.be/eWAjlO4FWPQ?si=CaRzMpTB37IdGgpM,Reverse Nordic,https://youtu.be/D-kqUKEQZZ0?si=1i2hWkoG06CDuFmq,Leg Extension,https://youtu.be/uFbNtqP966A?si=3mIG7OVH30gHjNhd,Failure,1-2,2,8-10,~8-9,10,1-2 min,Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
3,Foundation Block,Lower,Strength Focus,5,15,Leg Press Calf Press,https://youtu.be/S6DTPNZ_-F4?si=y3rx6TaVEuUONiI2,Seated Calf Raise,https://youtu.be/6pfj0G7VKdM?si=bXJmuLkyC3E3PYHW,Standing Calf Raise,https://youtu.be/6lR2JdxUh7w?si=Q_4oyceNkI-WarRg,Static Stretch (30s),1-2,2,6-8,~8-9,10,1-2 min,"1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet."
3,Foundation Block,Lower,Strength Focus,6,15,Machine Crunch,https://youtu.be/K2yKEoazT3g?si=mLbXtOh8oUF8lcIs,Decline Weighted Crunch,https://youtu.be/ZheUsKqU81M?si=r3a6FT_AqWp1nq6L,Cable Crunch,https://youtu.be/epBrpaGHMcg?si=FMV9IKBOvBkuUOZM,Failure,1,2,8-10,~8-9,10,1-2 min,Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
3,Foundation Block,Pull,Hypertrophy Focus,1,16,Dual-Handle Lat Pulldown,https://youtu.be/NwQ5Ch5t5Vk?si=JHztlva6LI2NPBDC,Neutral-Grip Lat Pulldown,https://youtu.be/lA4_1F9EAFU?si=5Bh19rDwBplX5QUz,Neutral-Grip Pull- Up,https://youtu.be/b0ypSz63UGo?si=dMxuJGtxkR4jnUbb,Failure,2-3,2,8-10,~8-9,10,2-3 min,"Do these pulldowns with the handle more out in front of you, more like a cross between pullover and a pulldown. Focus on feeling your lats working more than the weight you're using."
3,Foundation Block,Pull,Hypertrophy Focus,2,16,Incline Chest- Supported DB Row,https://youtu.be/okCWuhxJEvw?si=-Q9-BAJbFeebhfpF,Chest-Supported Machine Row,https://youtu.be/ijsSiWSzYw0?si=ADBJRkNSajLiVayN,Chest-Supported T-Bar Row,https://youtu.be/q8qlHwcuOtc?si=J-TyFYuv9rwi5VTy,Failure,2-3,3,8-10,~8-9,10,2-3 min,Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
3,Foundation Block,Pull,Hypertrophy Focus,3,16,Meadows Row,https://youtu.be/TwOkRqvcX_c?si=lACYBPtTFfzIMYDZ,Neutral-Grip Seated Cable Row,https://youtu.be/hM7XHxQgvLk?si=NSpgHwt_kgLsKPBY,Helms Row,https://youtu.be/DjO2G9DIerQ?si=-mwu_fgJnonsBQVX,Failure + LLPs (Extend set),1-2,2,10-12,~8-9,10,2-3 min,"Focus on squeezing your shoulder blades together, driving your elbows down and back."
3,Foundation Block,Pull,Hypertrophy Focus,4,16,Reverse Pec Deck,https://youtu.be/Y8fb_rtEU_4?si=nwaICiwwS3TatSq1,1-Arm 45° Cable Rear Delt Flye,https://www.youtube.com/watch?v=6G5DmVaocGM,Rope Face Pull,https://youtu.be/GhrVM-jPIEA?si=_qGmAZLOCDUWVHy_,Myo-reps,1-2,2,10-12,~8-9,10,1-2 min,Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
3,Foundation Block,Pull,Hypertrophy Focus,5,16,DB Shrug,https://youtu.be/moFqLlptX7Q?si=vsQXeROXKVa3beB7,Machine Shrug,https://youtu.be/ua0XuKwKQ9M?si=Y-kGNEq_riqAF2Tn,Cable Paused Shrug-In,https://youtu.be/Hy6f1Lz_PiA?si=MTEbKv_uMCL6zvge,Failure,2-3,2,10-12,~8-9,10,1-2 min,Brief pause at the top of the bottom of ROM. Think about pulling your shoulders up to your ears!
3,Foundation Block,Pull,Hypertrophy Focus,6,16,DB Curl,https://youtu.be/XxGCRSJmgwY?si=4ohHVIRqih3xCbD0,EZ-Bar Cable Curl,https://youtu.be/ck1zjNTnFew?si=EgggtiVFxulCoYXU,EZ-Bar Curl,https://youtu.be/WMrgn4GG7mI?si=0dUmQt-g_zOMm14G,Failure,1,2,10-12,~8-9,10,1-2 min,"Set up the cable at the lowest position. Maintain constant tension on the biceps. Slow, controlled reps!"
3,Foundation Block,Pull,Hypertrophy Focus,7,16,DB Preacher Curl,https://youtu.be/WTkQLAethtg?si=FftNs9g0OeiVccy2,Machine Preacher Curl,https://www.youtube.com/watch?v=R2iUnBxFtis,EZ-Bar Preacher Curl,https://youtu.be/Dn7qgf9iSH8?si=mCWsykyTRl0jYKA0,Myo-reps,1,1,12-15,,10,1-2 min,"Smooth, controlled reps. Mind-muscle connection with the biceps."
3,Foundation Block,Push,Hypertrophy Focus,1,17,DB Bench Press,https://youtu.be/zGXvPjlgVkk?si=sTJq1mF8qaCapYbx,Barbell Bench Press,https://youtu.be/nQL5ieH39sw?si=RjZSWBZ3CGKg-pax,Machine Chest Press,https://youtu.be/zDecGJLyVm8?si=VF-70ajNWU4cDHEV,Failure,2-4,3,8-10,~8-9,10,3-5 min,"Set up a comfortable arch, quick pause on the chest and explode up on each rep."
3,Foundation Block,Push,Hypertrophy Focus,2,17,Seated DB Shoulder Press,https://youtu.be/B8PB5RPhTWQ?si=JQ8J3qbCDkUCGtt5,Machine Shoulder Press,https://youtu.be/SCQVmN1gYsk?si=Enyh4L6ZDiCc6RyU,Cable Shoulder Press,https://youtu.be/OfjncdW_Vyc?si=kiSMQzlVHKNIQJ7J,Failure,2-3,2,8-10,~8-9,10,2-3 min,"Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps."
3,Foundation Block,Push,Hypertrophy Focus,3,17,Low-to-High Cable Crossover,https://youtu.be/1LhGmhVFe2Y?si=vTZPhYePzGkU4I-g,Bottom-Half DB Flye,https://youtu.be/qJzc-iHKGdg?si=GGd61Dr4uoDUI9b6,Bottom-Half Seated Cable Flye,https://youtu.be/tsJMV9Gxw-o?si=RBV8vCl6CNAx22eD,Failure,1-2,2,10-12,~8-9,10,1-2 min,All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
3,Foundation Block,Push,Hypertrophy Focus,4,17,Lean-In DB Lateral Raise,https://www.youtube.com/watch?v=BmYuAG2j2co,High-Cable Lateral Raise,https://youtu.be/MnMux3Wc0Ac?si=diOk1ZKwTwTa4Sx0,High-Cable Cuffed Lateral Raise,https://youtu.be/8m2jNHBP580?si=a4KGz2Dm0gRioyBG,Myo-reps,1,2,10-12,~8-9,10,1-2 min,Focus on squeezing your lateral delt to move the weight.
3,Foundation Block,Push,Hypertrophy Focus,5,17,DB Skull Crusher,https://youtu.be/fbLTzgTKOR8?si=z-O6SNR4HG4rd09j,Overhead Cable Triceps Extension (Bar),https://youtu.be/9_I1PqZAjdA?si=hLmz2aLH05YfsUTF,Overhead Cable Triceps Extension (Rope),https://youtu.be/GYoUoVNlbGc?si=mKlJH3mz_e7-RCu0,Failure,1,2,10-12,~8-9,10,1-2 min,Optionally pause for 0.5-1 second in the stretched aspect of each rep
3,Foundation Block,Push,Hypertrophy Focus,6,17,Bench Dip,https://youtu.be/3CaIq8jZe18?si=ZWFiM0R-hqcvpiQj,Cable Triceps Kickback,https://youtu.be/oRxTKRtP8RE?si=S_C_5SZAal_SIFBq,DB Triceps Kickback,https://youtu.be/YdUUYFgpA7g?si=IiD6eODwVqDS3WlB,Myo-reps,1,1,12-15,,10,1-2 min,"There are two ways you can do this: upright or bent over. Choose the one that feels more comfortable for you. The main thing is that when you're in the full squeeze, your shoulder should be positioned back behind your torso."
3,Foundation Block,Push,Hypertrophy Focus,7,17,Modified Candlestick,https://youtu.be/-XVRl8KU7x0?si=o46w1tp8fNYfD-gU,Roman Chair Leg Raise,https://youtu.be/irOzFVqJ0IE?si=T1jsVXxw_GUhXrPX,Hanging Leg Raise,https://youtu.be/rGqwkinWqYI?si=-ygKr5ZOwrYdG0fX,Failure,1-2,2,10-20,~8-9,10,1-2 min,Allow your lower back to round as you curl your legs up. 10-20 reps is a broad range on purpose: just go until you hit the listed RPE with controlled form.
3,Foundation Block,Legs,Hypertrophy Focus,1,18,DB Walking Lunge,https://youtu.be/BC_eDtrB-M4?si=lhut9GRQ9n9g82Mz,Leg Press,https://youtu.be/1yKAQLVV_XI?si=G0wEZEbz8Kq9vFnF,Smith Machine Static Lunge,https://youtu.be/SEjKxJGg_C8?si=I_mi9RO4vFVVhFER,Failure,2-4,3,8-10,~8-9,10,2-3 min,without excessive back rounding. Control the negative and do a slight pause at the bottom of each rep.
3,Foundation Block,Legs,Hypertrophy Focus,2,18,Nordic Ham Curl,https://youtu.be/fzpYiRtzmFA?si=M3BGSywSskWqGRnE,Seated Leg Curl,https://youtu.be/yv0aAY7M1mk?si=Z1Cx7ih-vWTSTqq-,Lying Leg Curl,https://youtu.be/sX4tGtcc62k?si=mparE5f2nb9KfXPl,Failure + LLPs (Extend set),1-2,2,10-12,~8-9,10,1-2 min,Lean forward over the machine to get a maximum stretch in your hamstrings.
3,Foundation Block,Legs,Hypertrophy Focus,3,18,Goblet Squat,https://youtu.be/S2agsLlUSII?si=ZbM6zqY3sC151i0A,DB Bulgarian Split Squat,https://youtu.be/htDXu61MPio?si=WNsXh0BmNMXONRHP,DB Step-Up,https://youtu.be/3FNfi_PrP9Y?si=xHZ-SXqhL_0_tXBD,Failure,2-3,2,8-10,~8-9,10,2-3 min,Lower all the way down until your front thigh is parallel to the ground. Drive through your front heel on the way up.
3,Foundation Block,Legs,Hypertrophy Focus,4,18,Sissy Squat,https://youtu.be/eWAjlO4FWPQ?si=CaRzMpTB37IdGgpM,Leg Extension,https://youtu.be/uFbNtqP966A?si=3mIG7OVH30gHjNhd,Reverse Nordic,https://youtu.be/D-kqUKEQZZ0?si=1i2hWkoG06CDuFmq,Myo-reps,1-2,2,10-12,~8-9,10,1-2 min,Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
3,Foundation Block,Legs,Hypertrophy Focus,5,18,Copenhagen Hip Adduction,https://youtu.be/QRLGyl5-i4k?si=23wQAlVoedInGcYN,Machine Hip Adduction,https://youtu.be/FMSCZYu1JhE?si=iYXhWk9YxX6x5mcF,Cable Hip Adduction,https://youtu.be/6GYTbv-LtV0?si=VygdtjQe61c9HjQG,Failure,1-2,2,10-12,~8-9,10,1-2 min,Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
3,Foundation Block,Legs,Hypertrophy Focus,6,18,Lateral Band Walk,https://youtu.be/sOYvvFPYdsU?si=QAdyWBV_5NAX2CtW,Machine Hip Abduction,https://youtu.be/pozooPg6PBE?si=uVtC8JPKXvZKeVlE,Cable Hip Abduction,https://youtu.be/552L1K3Rb_Q?si=bwLZLzHR0AHulO9I,Failure,1-2,2,10-12,~8-9,10,1-2 min,"If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further."
3,Foundation Block,Legs,Hypertrophy Focus,7,18,Leg Press Calf Press,https://youtu.be/S6DTPNZ_-F4?si=y3rx6TaVEuUONiI2,Standing Calf Raise,https://youtu.be/6lR2JdxUh7w?si=Q_4oyceNkI-WarRg,Seated Calf Raise,https://youtu.be/6pfj0G7VKdM?si=bXJmuLkyC3E3PYHW,Static Stretch (30s),1-2,2,10-12,~8-9,10,1-2 min,"1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet."
4,Foundation Block,Upper,Strength Focus,1,19,45° Incline Machine Press,https://youtu.be/b8fYnZ-usP0,45° Incline Barbell Press,https://www.youtube.com/watch?v=vqQ9ok0dEgk,45° Incline DB Press,https://www.youtube.com/watch?v=p2t9daxLpB8,Failure,2-3,3,6-8,~8-9,10,3-5 min,1 second pause at the bottom of each rep while maintaining tension on the pecs
4,Foundation Block,Upper,Strength Focus,2,19,Bottom-Half DB Flye,https://youtu.be/qJzc-iHKGdg?si=GGd61Dr4uoDUI9b6,Cable Crossover Ladder,https://youtu.be/0TP9kVcWGic?si=5lWdSFfUA27mop9-,Pec Deck,https://youtu.be/CI88L1VNvEs?si=UjPZ3Ep5QaYBM5rC,Failure,1-2,2,8-10,~8-9,10,1-2 min,"Do one set with low cable position, one set with medium-height cable position, and one height with a high cable position. If you only have one or two sets, choose the one or two cable positions you prefer."
4,Foundation Block,Upper,Strength Focus,3,19,Dual-Handle Lat Pulldown,https://youtu.be/NwQ5Ch5t5Vk?si=JHztlva6LI2NPBDC,Wide-Grip Pull-Up,https://youtu.be/yGnp0HU8BnA?si=g9lS7YfxwnBQ5gbR,Wide-Grip Lat Pulldown,https://youtu.be/IYXRrYXfVLc?si=8eUNzIQ9o7Y-XpSp,Failure,1-2,3,8-10,~8-9,10,2-3 min,1.5x shoulder width overhand grip. Slow 2-3 second negative. Feel your lats pulling apart on the way down.
4,Foundation Block,Upper,Strength Focus,4,19,Lean-In DB Lateral Raise,https://www.youtube.com/watch?v=BmYuAG2j2co,High-Cable Lateral Raise,https://youtu.be/MnMux3Wc0Ac?si=diOk1ZKwTwTa4Sx0,High-Cable Cuffed Lateral Raise,https://youtu.be/8m2jNHBP580?si=a4KGz2Dm0gRioyBG,Failure,1-2,2,8-10,~8-9,10,1-2 min,Focus on squeezing your lateral delt to move the weight.
4,Foundation Block,Upper,Strength Focus,5,19,Single-Arm DB Row,https://youtu.be/roKtfQZbxzg?si=x0BVOCTXzrksYhHL,Pendlay Deficit Row,https://youtu.be/MmuyHKYCLps?si=JK1d5szj5PIIbYYm,Smith Machine Row,https://youtu.be/Wmivm40AV3Q?si=pAcxmzGxP16bt5I5,Failure + LLPs (Extend set),1-2,2,6-8,~8-9,10,2-3 min,Stand on a bumper plate. Focus on getting a big stretch and touch your stomach/chest on each rep!
4,Foundation Block,Upper,Strength Focus,6,19,DB Skull Crusher,https://youtu.be/fbLTzgTKOR8?si=z-O6SNR4HG4rd09j,Overhead Cable Triceps Extension (Bar),https://youtu.be/9_I1PqZAjdA?si=hLmz2aLH05YfsUTF,Overhead Cable Triceps Extension (Rope),https://youtu.be/GYoUoVNlbGc?si=mKlJH3mz_e7-RCu0,Failure,1,2,8-10,~8-9,10,1-2 min,Optionally pause for 0.5-1 second in the stretched aspect of each rep
4,Foundation Block,Upper,Strength Focus,7,19,Incline DB Stretch Curl,https://youtu.be/Z0NIYS9nyoQ?si=PgrGaJLln2uZLfnY,Bayesian Cable Curl,https://youtu.be/CWH5J_7kzjM?si=FlPzreLDPHogRxve,Seated Super- Bayesian High Cable Curl,https://youtu.be/jQ9rkfvAbIc?si=m1Q5OHGTNvhD6TZ9,Failure,1,2,8-10,~8-9,10,1-2 min,"If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both"
4,Foundation Block,Lower,Strength Focus,1,20,Nordic Ham Curl,https://youtu.be/fzpYiRtzmFA?si=M3BGSywSskWqGRnE,Seated Leg Curl,https://youtu.be/yv0aAY7M1mk?si=Z1Cx7ih-vWTSTqq-,Lying Leg Curl,https://youtu.be/sX4tGtcc62k?si=mparE5f2nb9KfXPl,Failure + LLPs (Extend set),2,2,8-10,~8-9,10,1-2 min,Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl.
